heuristica,n,m,replicacao,tempo,iteracoes,valor,parametro
tempera_simulada,15,10,10,0.000175,1650,101,0.90
tempera_simulada,15,10,1,0.000159,1363,101,0.95
tempera_simulada,15,10,2,0.000144,1284,101,0.95
tempera_simulada,15,10,3,0.000174,1493,99,0.95
tempera_simulada,15,10,4,0.000251,2224,99,0.95
tempera_simulada,15,10,5,0.000183,1645,101,0.95
tempera_simulada,15,10,6,0.000185,1653,99,0.95
tempera_simulada,15,10,7,0.000163,1471,101,0.95
tempera_simulada,15,10,8,0.000313,1908,101,0.95
tempera_simulada,15,10,9,0.000154,1353,101,0.95
tempera_simulada,15,10,10,0.000236,2140,99,0.95
tempera_simulada,15,10,1,0.000243,1905,99,0.99
tempera_simulada,15,10,2,0.000214,1774,99,0.99
tempera_simulada,15,10,3,0.000242,1890,101,0.99
tempera_simulada,15,10,4,0.000219,1628,99,0.99
tempera_simulada,15,10,5,0.000338,1738,99,0.99
tempera_simulada,15,10,6,0.000295,2407,99,0.99
tempera_simulada,15,10,7,0.000217,1703,99,0.99
tempera_simulada,15,10,8,0.000207,1641,99,0.99
tempera_simulada,15,10,9,0.000290,2229,99,0.99
tempera_simulada,15,10,10,0.000352,2777,99,0.99
tempera_simulada,20,10,1,0.000236,1940,115,0.80
tempera_simulada,20,10,2,0.000259,2001,115,0.80
tempera_simulada,20,10,3,0.000281,2222,112,0.80
tempera_simulada,20,10,4,0.000438,3510,112,0.80
tempera_simulada,20,10,5,0.000216,1726,112,0.80
tempera_simulada,20,10,6,0.000182,1442,115,0.80
tempera_simulada,20,10,7,0.000309,2508,115,0.80
tempera_simulada,20,10,8,0.000213,1737,112,0.80
tempera_simulada,20,10,9,0.000216,1642,117,0.80
tempera_simulada,20,10,10,0.000354,2612,115,0.80
tempera_simulada,20,10,1,0.000253,1975,112,0.85
tempera_simulada,20,10,2,0.000245,1950,115,0.85
tempera_simulada,20,10,3,0.000328,2602,112,0.85
tempera_simulada,20,10,4,0.000205,1669,114,0.85
tempera_simulada,20,10,5,0.000227,1800,112,0.85
tempera_simulada,20,10,6,0.000260,2047,117,0.85
tempera_simulada,20,10,7,0.000180,1437,112,0.85
tempera_simulada,20,10,8,0.000191,1490,115,0.85
tempera_simulada,20,10,9,0.000220,1670,115,0.85
tempera_simulada,20,10,10,0.000246,2038,112,0.85
tempera_simulada,20,10,1,0.000343,2849,112,0.90
tempera_simulada,20,10,2,0.000248,1934,114,0.90
tempera_simulada,20,10,3,0.000268,2071,117,0.90
tempera_simulada,20,10,4,0.000643,4708,112,0.90
tempera_simulada,20,10,5,0.000198,1603,112,0.90
tempera_simulada,20,10,6,0.000159,1324,112,0.90
tempera_simulada,20,10,7,0.000282,2207,115,0.90
tempera_simulada,20,10,8,0.000458,3641,112,0.90
tempera_simulada,20,10,9,0.000483,3759,112,0.90
tempera_simulada,20,10,10,0.000174,1415,119,0.90
tempera_simulada,20,10,1,0.000224,1751,115,0.95
tempera_simulada,20,10,2,0.000344,2712,112,0.95
tempera_simulada,20,10,3,0.000249,1873,119,0.95
tempera_simulada,20,10,4,0.000289,2233,115,0.95
tempera_simulada,20,10,5,0.000309,2398,115,0.95
tempera_simulada,20,10,6,0.000288,2280,115,0.95
tempera_simulada,20,10,7,0.000354,2585,115,0.95
tempera_simulada,20,10,8,0.000323,2593,117,0.95
tempera_simulada,20,10,9,0.000287,2187,112,0.95
tempera_simulada,20,10,10,0.000430,3439,112,0.95
tempera_simulada,20,10,1,0.000388,2740,115,0.99
tempera_simulada,20,10,2,0.000250,1783,119,0.99
tempera_simulada,20,10,3,0.000439,3168,112,0.99
tempera_simulada,20,10,4,0.000360,2587,115,0.99
tempera_simulada,20,10,5,0.000385,2743,115,0.99
tempera_simulada,20,10,6,0.000241,1699,112,0.99
tempera_simulada,20,10,7,0.000491,3672,115,0.99
tempera_simulada,20,10,8,0.000361,1909,115,0.99
tempera_simulada,20,10,9,0.000291,2095,116,0.99
tempera_simulada,20,10,10,0.000337,2458,112,0.99
tempera_simulada,30,20,1,0.000378,2221,97,0.80
tempera_simulada,30,20,2,0.000325,1967,97,0.80
tempera_simulada,30,20,3,0.000423,2513,97,0.80
tempera_simulada,30,20,4,0.000318,1869,97,0.80
tempera_simulada,30,20,5,0.000472,2808,97,0.80
tempera_simulada,30,20,6,0.000384,2388,97,0.80
tempera_simulada,30,20,7,0.000249,1524,97,0.80
tempera_simulada,30,20,8,0.000352,2075,97,0.80
tempera_simulada,30,20,9,0.000326,1729,97,0.80
tempera_simulada,30,20,10,0.000299,1561,97,0.80
tempera_simulada,30,20,1,0.000331,1999,97,0.85
tempera_simulada,30,20,2,0.000440,2631,97,0.85
tempera_simulada,30,20,3,0.000381,2247,97,0.85
tempera_simulada,30,20,4,0.000294,1713,97,0.85
tempera_simulada,30,20,5,0.000261,1610,97,0.85
tempera_simulada,30,20,6,0.000433,2643,97,0.85
tempera_simulada,30,20,7,0.000332,2010,97,0.85
tempera_simulada,30,20,8,0.000349,2144,97,0.85
tempera_simulada,30,20,9,0.000349,2088,97,0.85
tempera_simulada,30,20,10,0.000380,2259,97,0.85
tempera_simulada,30,20,1,0.000396,2186,97,0.90
tempera_simulada,30,20,2,0.000316,1932,97,0.90
tempera_simulada,30,20,3,0.000289,1714,97,0.90
tempera_simulada,30,20,4,0.000397,2375,97,0.90
tempera_simulada,30,20,5,0.000378,2241,97,0.90
tempera_simulada,30,20,6,0.000461,2808,97,0.90
tempera_simulada,30,20,7,0.000440,2668,97,0.90
tempera_simulada,30,20,8,0.000354,2173,97,0.90
tempera_simulada,30,20,9,0.000241,1492,97,0.90
tempera_simulada,30,20,10,0.000350,2075,97,0.90
tempera_simulada,30,20,1,0.000302,1773,97,0.95
tempera_simulada,30,20,2,0.000364,1938,97,0.95
tempera_simulada,30,20,3,0.000342,2027,97,0.95
tempera_simulada,30,20,4,0.000432,2612,97,0.95
tempera_simulada,30,20,5,0.000319,1918,97,0.95
tempera_simulada,30,20,6,0.000483,2836,97,0.95
tempera_simulada,30,20,7,0.000480,2957,97,0.95
tempera_simulada,30,20,8,0.000364,2159,97,0.95
tempera_simulada,30,20,9,0.000403,2361,97,0.95
tempera_simulada,30,20,10,0.000284,1665,97,0.95
tempera_simulada,30,20,1,0.000364,1986,97,0.99
tempera_simulada,30,20,2,0.000534,2589,97,0.99
tempera_simulada,30,20,3,0.000527,2946,97,0.99
tempera_simulada,30,20,4,0.000492,2691,97,0.99
tempera_simulada,30,20,5,0.000398,2205,97,0.99
tempera_simulada,30,20,6,0.000400,2189,97,0.99
tempera_simulada,30,20,7,0.000355,1953,97,0.99
tempera_simulada,30,20,8,0.000298,1639,97,0.99
tempera_simulada,30,20,9,0.000392,2150,97,0.99
tempera_simulada,30,20,10,0.000383,2137,97,0.99
tempera_simulada,40,20,1,0.000672,3224,99,0.80
tempera_simulada,40,20,2,0.000542,2552,99,0.80
tempera_simulada,40,20,3,0.000646,3074,99,0.80
tempera_simulada,40,20,4,0.000415,1986,99,0.80
tempera_simulada,40,20,5,0.000439,2119,102,0.80
tempera_simulada,40,20,6,0.000773,3720,99,0.80
tempera_simulada,40,20,7,0.000485,2375,99,0.80
tempera_simulada,40,20,8,0.000613,2949,99,0.80
tempera_simulada,40,20,9,0.000973,4522,99,0.80
tempera_simulada,40,20,10,0.000717,3462,99,0.80
tempera_simulada,40,20,1,0.000433,2156,99,0.85
tempera_simulada,40,20,2,0.000325,1551,99,0.85
tempera_simulada,40,20,3,0.000567,2863,101,0.85
tempera_simulada,40,20,4,0.000653,3226,99,0.85
tempera_simulada,40,20,5,0.000573,1991,99,0.85
tempera_simulada,40,20,6,0.000554,2427,99,0.85
tempera_simulada,40,20,7,0.000505,2431,99,0.85
tempera_simulada,40,20,8,0.000558,2648,99,0.85
tempera_simulada,40,20,9,0.000536,2622,99,0.85
tempera_simulada,40,20,10,0.000704,3448,99,0.85
tempera_simulada,40,20,1,0.000638,3099,99,0.90
tempera_simulada,40,20,2,0.000736,2829,99,0.90
tempera_simulada,40,20,3,0.000662,3266,99,0.90
tempera_simulada,40,20,4,0.000441,2179,99,0.90
tempera_simulada,40,20,5,0.000639,3132,99,0.90
tempera_simulada,40,20,6,0.000571,2765,99,0.90
tempera_simulada,40,20,7,0.000552,2688,99,0.90
tempera_simulada,40,20,8,0.000490,2317,99,0.90
tempera_simulada,40,20,9,0.000891,4215,102,0.90
tempera_simulada,40,20,10,0.000363,1761,99,0.90
tempera_simulada,40,20,1,0.000633,3162,99,0.95
tempera_simulada,40,20,2,0.000520,2556,99,0.95
tempera_simulada,40,20,3,0.000488,2376,99,0.95
tempera_simulada,40,20,4,0.000464,2257,99,0.95
tempera_simulada,40,20,5,0.000625,3032,99,0.95
tempera_simulada,40,20,6,0.000513,2354,99,0.95
tempera_simulada,40,20,7,0.000363,1763,99,0.95
tempera_simulada,40,20,8,0.000722,3591,99,0.95
tempera_simulada,40,20,9,0.000370,1829,99,0.95
tempera_simulada,40,20,10,0.000683,3328,99,0.95
tempera_simulada,40,20,1,0.000492,2247,104,0.99
tempera_simulada,40,20,2,0.000474,2137,99,0.99
tempera_simulada,40,20,3,0.000856,4035,99,0.99
tempera_simulada,40,20,4,0.000539,2494,99,0.99
tempera_simulada,40,20,5,0.000538,2473,102,0.99
tempera_simulada,40,20,6,0.000573,2612,103,0.99
tempera_simulada,40,20,7,0.000561,2628,102,0.99
tempera_simulada,40,20,8,0.000588,2745,99,0.99
tempera_simulada,40,20,9,0.001070,4389,99,0.99
tempera_simulada,40,20,10,0.000465,2137,99,0.99
tempera_simulada,75,50,1,0.001629,4515,100,0.80
tempera_simulada,75,50,2,0.001652,4561,109,0.80
tempera_simulada,75,50,3,0.001418,3983,100,0.80
tempera_simulada,75,50,4,0.001394,3948,100,0.80
tempera_simulada,75,50,5,0.002104,5846,100,0.80
tempera_simulada,75,50,6,0.002218,6263,100,0.80
tempera_simulada,75,50,7,0.001781,4916,100,0.80
tempera_simulada,75,50,8,0.001627,4505,103,0.80
tempera_simulada,75,50,9,0.001973,5313,100,0.80
tempera_simulada,75,50,10,0.001920,5387,100,0.80
tempera_simulada,75,50,1,0.001152,3194,109,0.85
tempera_simulada,75,50,2,0.001716,4659,100,0.85
tempera_simulada,75,50,3,0.002101,5937,102,0.85
tempera_simulada,75,50,4,0.002188,6084,100,0.85
tempera_simulada,75,50,5,0.001556,4443,100,0.85
tempera_simulada,75,50,6,0.001796,4908,106,0.85
tempera_simulada,75,50,7,0.002248,6302,100,0.85
tempera_simulada,75,50,8,0.002528,6460,100,0.85
tempera_simulada,75,50,9,0.002067,5872,100,0.85
tempera_simulada,75,50,10,0.002132,5911,100,0.85
tempera_simulada,75,50,1,0.002094,5955,105,0.90
tempera_simulada,75,50,2,0.001766,4970,100,0.90
tempera_simulada,75,50,3,0.001679,4792,101,0.90
tempera_simulada,75,50,4,0.001440,3848,100,0.90
tempera_simulada,75,50,5,0.001805,5150,100,0.90
tempera_simulada,75,50,6,0.001648,3326,100,0.90
tempera_simulada,75,50,7,0.001609,4606,100,0.90
tempera_simulada,75,50,8,0.001696,4849,100,0.90
tempera_simulada,75,50,9,0.001870,5249,100,0.90
tempera_simulada,75,50,10,0.001717,4869,100,0.90
tempera_simulada,75,50,1,0.001587,4411,100,0.95
tempera_simulada,75,50,2,0.001442,4005,113,0.95
tempera_simulada,75,50,3,0.000917,2550,109,0.95
tempera_simulada,75,50,4,0.000765,2036,129,0.95
tempera_simulada,75,50,5,0.001445,4104,100,0.95
tempera_simulada,75,50,6,0.001897,5379,100,0.95
tempera_simulada,75,50,7,0.002273,5261,100,0.95
tempera_simulada,75,50,8,0.001471,4142,100,0.95
tempera_simulada,75,50,9,0.001771,4959,100,0.95
tempera_simulada,75,50,10,0.001394,3919,106,0.95
tempera_simulada,75,50,1,0.001564,4335,104,0.99
tempera_simulada,75,50,2,0.001279,3478,102,0.99
tempera_simulada,75,50,3,0.001639,4593,100,0.99
tempera_simulada,75,50,4,0.003225,9089,100,0.99
tempera_simulada,75,50,5,0.002571,5948,100,0.99
tempera_simulada,75,50,6,0.001498,4199,100,0.99
tempera_simulada,75,50,7,0.002091,5824,100,0.99
tempera_simulada,75,50,8,0.002278,6198,100,0.99
tempera_simulada,75,50,9,0.001373,3849,100,0.99
tempera_simulada,75,50,10,0.001740,4208,100,0.99
tempera_simulada,100,50,1,0.002778,6032,141,0.80
tempera_simulada,100,50,2,0.002024,4409,149,0.80
tempera_simulada,100,50,3,0.001483,3213,155,0.80
tempera_simulada,100,50,4,0.002812,6206,135,0.80
tempera_simulada,100,50,5,0.004124,8990,133,0.80
tempera_simulada,100,50,6,0.002452,3533,157,0.80
tempera_simulada,100,50,7,0.002931,6376,138,0.80
tempera_simulada,100,50,8,0.001894,4183,151,0.80
tempera_simulada,100,50,9,0.002525,5468,143,0.80
tempera_simulada,100,50,10,0.002170,4738,147,0.80
tempera_simulada,100,50,1,0.001881,3929,153,0.85
tempera_simulada,100,50,2,0.002485,5306,139,0.85
tempera_simulada,100,50,3,0.002512,5564,131,0.85
tempera_simulada,100,50,4,0.002666,5853,134,0.85
tempera_simulada,100,50,5,0.001728,3771,139,0.85
tempera_simulada,100,50,6,0.001743,3832,147,0.85
tempera_simulada,100,50,7,0.002198,4749,142,0.85
tempera_simulada,100,50,8,0.001374,3017,149,0.85
tempera_simulada,100,50,9,0.003479,7310,129,0.85
tempera_simulada,100,50,10,0.002715,5972,138,0.85
tempera_simulada,100,50,1,0.001661,3674,160,0.90
tempera_simulada,100,50,2,0.003825,8492,132,0.90
tempera_simulada,100,50,3,0.002271,4925,148,0.90
tempera_simulada,100,50,4,0.001846,4109,149,0.90
tempera_simulada,100,50,5,0.002908,6255,131,0.90
tempera_simulada,100,50,6,0.002601,5682,135,0.90
tempera_simulada,100,50,7,0.002754,6074,146,0.90
tempera_simulada,100,50,8,0.002688,5821,142,0.90
tempera_simulada,100,50,9,0.003980,8868,130,0.90
tempera_simulada,100,50,10,0.003505,7589,134,0.90
tempera_simulada,100,50,1,0.001836,3997,144,0.95
tempera_simulada,100,50,2,0.002395,5186,152,0.95
tempera_simulada,100,50,3,0.002682,5848,135,0.95
tempera_simulada,100,50,4,0.002745,6004,151,0.95
tempera_simulada,100,50,5,0.003354,6820,140,0.95
tempera_simulada,100,50,6,0.003660,7583,136,0.95
tempera_simulada,100,50,7,0.002123,4605,146,0.95
tempera_simulada,100,50,8,0.004191,8790,132,0.95
tempera_simulada,100,50,9,0.002720,5474,146,0.95
tempera_simulada,100,50,10,0.001813,3764,146,0.95
tempera_simulada,100,50,1,0.001149,2441,161,0.99
tempera_simulada,100,50,2,0.002548,5428,140,0.99
tempera_simulada,100,50,3,0.002660,5136,147,0.99
tempera_simulada,100,50,4,0.002521,5471,142,0.99
tempera_simulada,100,50,5,0.003205,6064,138,0.99
tempera_simulada,100,50,6,0.002718,5666,138,0.99
tempera_simulada,100,50,7,0.002375,4915,152,0.99
tempera_simulada,100,50,8,0.002313,5019,139,0.99
tempera_simulada,100,50,9,0.002246,4958,142,0.99
tempera_simulada,100,50,10,0.003991,8858,131,0.99
